"femaDeclarationString","disasterNumber","state","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate","tribalRequest","fipsStateCode","fipsCountyCode","placeCode","designatedArea","declarationRequestNumber","lastIAFilingDate","lastRefresh.x","hash.x","id.x","totalNumberIaApproved","totalAmountIhpApproved","totalAmountHaApproved","totalAmountOnaApproved","totalObligatedAmountPa","totalObligatedAmountCatAb","totalObligatedAmountCatC2g","paLoadDate","iaLoadDate","totalObligatedAmountHmgp","hash.y","lastRefresh.y","id.y"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,151,99151,"Madison (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","9f92999001127b345b5a073bf3e3488b667e5bbf","370f0d9d-8868-4df6-9b0e-6a7a4967b485",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,153,99153,"Magoffin (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","f1b6f3bd3ec43739b7c3196cac07dd6aa6374193","1e338e99-d8e6-427f-8abd-16002a25d6c4",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,159,99159,"Martin (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","b6b9a3f87e31bbebc828bb4972da3c4d0e7508d2","cef7b488-4875-4be2-aa8c-50521b4ee1ea",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,175,99175,"Morgan (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","d3f6c4a0289edd42e263ad2d7ce2addbe4610a59","61fad8a6-3488-4bba-a79a-05fffa4884e3",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,189,99189,"Owsley (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","42a27f4733238d8e47d8b2b7b3753372d7f7391f","e59c37d4-a248-4716-95ea-8c9fa4d41da6",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,193,99193,"Perry (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","52070b63acc39dde3dc2e733eec00eba09f6d025","df28104c-9080-4136-9986-88516be85c1f",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,197,99197,"Powell (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","c2eed8fd82de10f120bcf070436053fe0da6af9a","df8ebf44-6113-485c-96cb-02bc10b1c3a8",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,199,99199,"Pulaski (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","4305b5225637715867c50624f99a0566d9d2f131","7d13b9fb-1be1-4241-ad4d-236134a5e297",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4595-KY",4595,"KY","DR","2021-04-23T00:00:00.000Z",2021,"Flood","SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2021-02-27T00:00:00.000Z","2021-03-14T00:00:00.000Z","",0,21,203,99203,"Rockcastle (County)",21025,"2021-07-23T00:00:00.000Z","2023-05-22T03:41:22.800Z","002912628825ede68ad0bcc9201cda444c6704cf","1d07c277-6e5c-4791-88ca-39fa34d6e9a7",1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",8211220.38,"1da7a18404dbbf8ab1a6b601aeee6872713d5f06","2023-10-30T05:22:57.890Z","dca382ed-ba38-41ce-bfe8-971cee2b3f72"
"DR-4571-PR",4571,"PR","DR","2020-11-05T00:00:00.000Z",2021,"Flood","SEVERE STORM AND FLOODING",1,0,0,0,"2020-09-13T00:00:00.000Z","2020-09-13T00:00:00.000Z","",0,72,13,99013,"Arecibo (Municipio)",20315,"2021-01-04T00:00:00.000Z","2023-05-22T03:41:22.800Z","ed3eb181271b6771c500afb341ebb6deb3783018","8fd053e4-2998-4f39-997f-596460db0440",83,346304.76,186566.04,159738.72,NA,NA,NA,"","2023-10-30T00:00:00.000Z",0,"6fef4be4be6b9aa9f28070057158d654a214044a","2023-10-30T05:22:57.890Z","28d7be6e-e077-4a85-a1e5-df53d07c4e01"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,3,99003,"Barnes (County)",20188,"","2023-05-22T03:41:22.800Z","043cce4b12e23b966ee67af16700c537ab5dbd91","b0ae3372-781d-4adf-819f-88ac382593ca",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,17,99017,"Cass (County)",20188,"","2023-05-22T03:41:22.800Z","55dac6619be62f8f9f434066f692a4f4fe967f54","f9d48228-0637-433b-be22-6d2c12879f17",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,21,99021,"Dickey (County)",20188,"","2023-05-22T03:41:22.800Z","fd552ffaf4d43e602ddad5b8cc8aef8f5aad022f","a3828902-9614-49cc-b1cf-6706dc30e566",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,31,99031,"Foster (County)",20188,"","2023-05-22T03:41:22.800Z","9f31e7d86b3a92159b6272a82a76fbe2fecff811","8d0f9935-f2e2-429d-90c5-551372df12c4",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,35,99035,"Grand Forks (County)",20188,"","2023-05-22T03:41:22.800Z","691298b683bbf46c53654708a3ca546bc234f894","0dac716e-c866-4afc-ae7d-c5c864c67838",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,43,99043,"Kidder (County)",20188,"","2023-05-22T03:41:22.800Z","32704f4749584877c4c355a19b71ade6e4e37134","538e733a-e174-4b05-967b-8c62f4cee961",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,45,99045,"LaMoure (County)",20188,"","2023-05-22T03:41:22.800Z","3492411f0d82802c45e0e50120b4b6cf82a3a332","31c7cb35-6730-4b8a-85ed-0ed70282d533",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,47,99047,"Logan (County)",20188,"","2023-05-22T03:41:22.800Z","078c4a0d386a29d56afd002a6255691a02b68166","587c0d44-f549-404b-a857-30a2399bf02f",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,51,99051,"McIntosh (County)",20188,"","2023-05-22T03:41:22.800Z","06aee34ace3cd384e234b213270200917b57ca78","01bd1979-0aba-446b-8bbf-7e0b722fb66f",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,63,99063,"Nelson (County)",20188,"","2023-05-22T03:41:22.800Z","993900d7e995b4e64fd1e3bbcb5f481c053c6178","97b4c0cc-2fe6-4fa3-8834-a286c5c5eb50",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,67,99067,"Pembina (County)",20188,"","2023-05-22T03:41:22.800Z","bf9f38b46934e9620e987060c28367fb0a7dae9d","c70f3a16-f41a-443f-8843-7441f107ea43",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,73,99073,"Ransom (County)",20188,"","2023-05-22T03:41:22.800Z","6e13103179bc22a8ea8a16f2315d71880a64afe6","e91c21e6-95dc-44fa-8a14-8df22429905f",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,77,99077,"Richland (County)",20188,"","2023-05-22T03:41:22.800Z","f486310ac83cc98bf80782884dd79824dd682e69","ef5cdfcc-950c-4007-939a-4bc5d171c2dd",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,81,99081,"Sargent (County)",20188,"","2023-05-22T03:41:22.800Z","add59ad1f2446313532afd735c03fef18a050d2a","383f7ee7-4bf4-4e55-aa93-1b0397849ed7",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,83,99083,"Sheridan (County)",20188,"","2023-05-22T03:41:22.800Z","71f75b68b1b9d2add6a0ff9d03f480746635cefd","e2df77f8-6cc9-46a6-8148-5a050e6369c6",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,91,99091,"Steele (County)",20188,"","2023-05-22T03:41:22.800Z","12de9ac842a299a237903fb9bf3fa4fca9d5dbb9","659d1365-131a-41ad-bf89-41f9f3ddd28c",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,93,99093,"Stutsman (County)",20188,"","2023-05-22T03:41:22.800Z","24d53976c6e4a4da172133b8215baf1f2c12fbfd","50d731d1-9644-4049-bba5-760f8f294e45",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,97,99097,"Traill (County)",20188,"","2023-05-22T03:41:22.800Z","b6ddab70544d4dda5e9be0e13a7e474ca90d673e","a88be178-7360-4d44-b0b0-c722c92e551b",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,99,99099,"Walsh (County)",20188,"","2023-05-22T03:41:22.800Z","4af96fd191941507f7a7c186325aecd2448e508c","67580877-e337-430e-9b95-b7767cd4d912",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4553-ND",4553,"ND","DR","2020-07-09T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2020-04-01T00:00:00.000Z","2020-04-25T00:00:00.000Z","",0,38,103,99103,"Wells (County)",20188,"","2023-05-22T03:41:22.800Z","016606b3bcc414d7f4f024c39d834072ec7501d2","7f249912-df85-484c-b4d0-0519f28c4694",NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,"2023-10-30T00:00:00.000Z","",1482076.19,"ada814b85c487e95a282dc15860f20fec39dbce5","2023-10-30T04:22:46.792Z","5caeda6b-c3da-43d1-ad2e-4c219b18da29"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,13,99013,"Columbia (County)",20108,"","2023-05-22T03:41:22.800Z","9a9451e59a1fe49edb963c46a2eb94f83c515b91","d104e36d-b9e1-4e15-a457-0e1cd3019e1f",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,23,99023,"Garfield (County)",20108,"","2023-05-22T03:41:22.800Z","18290f8bf6b396c90e9e65f54a5f5c4bda6bec17","4d667310-4f1b-4a1f-955d-36991477817d",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,27,99027,"Grays Harbor (County)",20108,"","2023-05-22T03:41:22.800Z","87826f903ecc3e2b28879a75ff535d8f0c86018f","78263898-8882-4179-b4d9-eb46b5d66214",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,29,99029,"Island (County)",20108,"","2023-05-22T03:41:22.800Z","ee43071067798e67a5918fc7168ae2b4c94ea09e","e59432be-ce69-4690-b724-862c2dea32bb",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,33,99033,"King (County)",20108,"","2023-05-22T03:41:22.800Z","fed72e399fc0744b6b32e4d43d8d2a463c656c57","772a6126-cff6-4a7d-9019-beca35fe0b24",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,41,99041,"Lewis (County)",20108,"","2023-05-22T03:41:22.800Z","25b78460861bb3ff15f8cf9f021ed841d977b86e","f3077e65-6545-4434-88de-374acdce002c",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,45,99045,"Mason (County)",20108,"","2023-05-22T03:41:22.800Z","f671af2d560a456fa834fab154fda56b063af059","dfac65ac-9c98-4241-9d21-e0e53160a16b",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,49,99049,"Pacific (County)",20108,"","2023-05-22T03:41:22.800Z","4901de7ef3f0226f84447641ecd1220f4e15e32f","c1adcd9a-957c-40b1-bc7c-998583016f0a",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
